clust,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
2,43090,0,11411,10,0,0,6259
2,1875,0,1250,3,0,0,6266
2,126555,0,41253,19,0,0,6280
2,16472,0,45517,12,0,0,6262
2,21270,0,318,10,0,0,6256
2,33410,0,818,12,0,0,6255
2,15750,0,1065,3,0,0,6254
2,104665,0,9547,12,0,0,6249
2,86285,0,61274,14,0,0,6249
2,41967,0,2125,10,0,0,6247
2,35026,0,9799,27,500,1,6247
2,138411,0,53843,14,0,0,6247
2,127693,0,17383,15,0,0,6246
2,52050,0,43190,14,0,0,6245
2,37162,0,0,0,0,0,6241
2,440265,4081,22750,15,1250,10,6234
2,66572,0,8048,14,450,2,6240
2,237093,0,42020,15,0,0,6240
2,79561,0,6333,12,400,2,6231
2,131528,0,10365,17,500,1,6227
2,11820,0,2045,5,0,0,6227
2,20810,0,1713,13,0,0,6225
2,189423,0,63584,31,600,1,6476
2,96477,0,2987,13,0,0,6221
2,106471,0,8444,5,100,1,6220
2,33374,0,20441,13,0,0,6214
2,210018,0,48914,16,0,0,6217
2,26740,0,619,7,0,0,6213
2,244216,0,39166,14,0,0,6214
2,76737,0,34648,31,0,0,6211
2,20999,0,15914,13,0,0,6206
2,43179,0,11915,6,0,0,6214
2,119214,0,10028,16,0,0,6205
2,14988,0,2100,10,0,0,6203
2,21334,0,5472,20,0,0,6200
2,104307,0,51769,24,450,1,6197
2,34357,0,73622,25,100,1,6198
2,231437,0,31266,26,1550,4,6340
2,14662,0,1110,12,0,0,6197
2,13144,0,18615,18,0,0,6196
2,10978,0,14313,11,0,0,6193
2,150698,0,43589,20,1200,4,6193
2,18035,0,811,2,0,0,6193
2,194604,0,6606,10,0,0,6190
2,117852,2376,11406,21,3850,13,6186
2,32356,0,22918,19,0,0,6571
2,44247,948,40939,26,0,0,6184
2,23431,0,3546,10,0,0,6182
2,37773,0,8436,15,0,0,6179
2,245758,0,2750,4,750,2,6179
2,63587,0,500,1,500,1,6184
2,15088,0,5625,15,0,0,6177
2,152539,0,65972,14,0,0,6187
2,333500,0,69780,23,1258,4,6171
2,15064,0,2910,9,0,0,6171
2,19032,0,2375,12,0,0,6169
2,66434,0,13041,13,0,0,6230
2,146097,0,6919,16,0,0,6165
2,8207,0,1750,7,0,0,6184
2,293648,0,22148,15,0,0,6161
2,147472,0,20645,16,0,0,6163
2,103993,0,14149,13,100,1,6158
2,34651,0,4000,6,500,1,6157
2,102339,0,47498,19,0,0,6156
2,149167,0,48521,13,0,0,6155
2,105249,0,36093,15,0,0,6153
2,55610,0,5095,13,0,0,6151
2,70391,0,6000,4,0,0,6150
2,74645,0,40367,18,0,0,6147
2,26939,0,29264,15,0,0,6148
2,207655,500,78967,31,0,0,6144
2,7421,0,0,0,0,0,6142
2,74924,6286,59650,13,0,0,6141
2,17599,0,100,1,0,0,6029
2,5594,0,370,1,0,0,5835
2,66122,0,11756,13,0,0,5630
0,12024,0,0,0,0,0,5119
2,42044,2253,11433,10,0,0,6140
2,83105,0,65077,28,753,3,6137
2,152063,0,34257,19,1100,3,6159
2,59546,0,20730,4,0,0,6135
2,1258,0,475,4,0,0,6134
2,75181,0,2455,7,1100,3,6133
2,68255,0,19077,22,400,2,6130
2,58229,0,53108,16,500,1,6137
2,97349,0,42774,14,0,0,6128
2,131424,0,58814,14,50,1,6128
2,24011,0,20442,9,0,0,6123
2,64538,0,0,0,0,0,6123
2,3832,0,1000,1,0,0,6120
2,3268,0,52263,32,0,0,6120
2,36790,0,7158,14,0,0,6133
2,363165,2565,5950,11,1850,8,6116
2,179382,0,4225,7,0,0,6115
2,218207,0,8500,4,0,0,6114
2,765738,0,62133,14,0,0,6112
2,54265,0,0,0,0,0,6109
2,69959,0,16504,13,0,0,6108
2,86380,2643,13500,3,0,0,6102
2,48321,0,0,0,0,0,6102
2,78130,0,37251,15,900,2,6120
2,25333,0,11229,16,300,2,6099
2,54522,0,21221,45,2500,5,6125
2,75413,0,31726,18,0,0,6094
2,292533,0,64186,15,1000,2,6095
2,114932,8559,3150,13,1650,12,6092
2,18932,0,24660,22,0,0,6091
2,35997,0,71171,19,900,5,6088
2,136664,0,36024,15,0,0,6086
2,173191,0,31503,13,0,0,6084
2,16528,0,250,2,0,0,6081
2,119932,0,22463,26,5177,11,6077
2,144171,0,33200,15,0,0,6073
2,77109,0,60000,7,0,0,6071
2,144973,0,23703,14,0,0,6280
2,75027,0,1390,3,500,1,6067
2,96387,0,43512,20,0,0,6065
2,34854,0,750,5,650,4,6063
2,44307,0,7944,8,0,0,6060
2,73836,0,64748,19,0,0,6087
2,20126,0,0,0,0,0,6053
2,56268,0,33447,14,100,1,6017
2,25629,0,107308,36,600,2,5966
2,70774,0,32635,31,1400,14,5931
2,6371,0,1404,8,0,0,5905
2,95595,0,12060,14,0,0,5877
2,51843,0,40997,17,0,0,5859
2,84868,0,33187,15,0,0,6057
2,79629,0,2550,2,50,1,6091
2,58620,0,2125,10,0,0,6051
2,70380,0,74399,12,0,0,6050
2,93473,0,20257,15,0,0,6049
2,131621,0,27846,31,6047,11,6045
2,195563,0,16715,13,0,0,6042
2,21138,0,4500,2,0,0,6031
2,93319,0,270,3,100,1,6043
2,56606,3818,61634,14,100,1,6039
2,38763,0,34652,13,0,0,6037
2,16430,0,8528,12,0,0,6036
2,61440,0,8156,25,0,0,6032
2,206648,0,5132,16,2450,11,6030
2,323273,0,9000,5,500,1,6028
2,76702,0,21568,17,0,0,6025
2,19348,0,17059,19,0,0,6022
2,31669,0,8384,15,0,0,6018
2,40902,0,4850,7,1350,5,6018
2,16906,0,2750,15,0,0,6017
2,65508,0,14000,7,2500,5,6015
2,10152,0,0,0,0,0,6010
2,21461,0,40806,28,0,0,6011
2,28979,0,6494,12,0,0,6010
2,24711,0,3193,11,500,1,6009
2,301447,0,63866,18,500,1,6004
2,234308,0,21078,15,200,1,6007
2,37832,0,0,0,0,0,6004
2,135168,0,29156,16,300,2,6002
2,134650,0,40232,17,2055,2,6000
2,20665,0,19947,16,0,0,5997
2,5546,0,2631,6,0,0,5995
2,91736,0,26724,14,0,0,5994
2,444159,0,0,0,0,0,5993
2,94167,0,6500,4,500,1,5990
2,132256,0,15040,24,899,3,5988
2,149959,0,85844,51,1400,4,5986
2,104338,0,2500,1,0,0,5982
2,38312,0,37419,14,0,0,5980
2,1860,0,65,2,0,0,5976
2,54337,0,2131,9,230,1,5976
2,218763,8753,11650,6,1150,3,5975
2,26204,967,4030,6,2930,4,5989
2,27876,0,0,0,0,0,5972
2,115533,0,8867,15,0,0,5968
2,129412,0,62510,21,0,0,5982
2,172110,9325,21382,23,950,3,5944
2,143378,0,3000,4,1500,3,5905
2,120476,0,9406,14,0,0,5870
2,15835,0,112171,16,0,0,5825
2,289351,0,147787,35,500,1,5789
2,32141,0,3500,14,0,0,5768
2,967,0,980,2,0,0,5716
0,20281,0,0,0,0,0,5567
2,111072,0,50533,19,350,1,5541
2,2111,0,100,1,0,0,5962
2,322454,0,44591,23,250,1,5961
2,4600,0,140,1,0,0,5959
2,23390,0,1650,3,150,1,5958
2,210496,0,9022,24,4900,19,5953
2,40189,0,0,0,0,0,5952
0,21747,0,0,0,0,0,5638
2,212051,0,76256,23,2993,6,5523
2,266200,0,5000,1,0,0,5583
2,54148,0,40233,14,350,1,5949
0,25512,0,0,0,0,0,5393
0,28519,0,2125,2,0,0,5405
2,219387,0,105913,21,150,2,5951
2,163964,0,11385,11,0,0,5948
2,49736,0,3200,4,700,3,6038
2,10084,0,500,1,500,1,5946
2,22988,0,9347,14,1200,4,5944
2,17739,0,437,4,0,0,5941
2,152426,0,6000,6,2000,4,5939
2,34428,0,2625,10,0,0,5938
2,124030,0,61599,16,0,0,5934
2,17336,0,2375,12,0,0,5934
2,290012,0,64360,18,650,2,5931
2,29125,0,10930,14,0,0,5945
2,83848,0,28202,14,0,0,5927
2,133264,0,74067,21,0,0,5926
2,124869,0,30116,16,0,0,5924
2,39233,0,27545,13,0,0,5920
2,13050,0,13617,16,0,0,5920
2,90855,0,23992,13,0,0,5919
2,44824,0,21107,19,2000,4,5916
2,3663,0,894,10,0,0,5916
2,44293,0,21920,21,100,1,5913
2,31319,0,7552,5,0,0,5912
2,40757,0,14002,11,0,0,5912
2,130356,0,150,1,150,1,5910
2,125077,0,21881,14,0,0,5905
2,226826,0,91660,21,500,1,5906
2,38150,0,16688,15,0,0,5854
2,20342,0,3291,9,0,0,5829
2,45781,0,6498,13,0,0,5801
2,144525,0,2833,4,0,0,5785
2,37571,0,7197,15,0,0,5762
2,112013,0,24943,14,0,0,5734
2,30638,0,48963,16,0,0,5696
2,55997,0,68320,23,0,0,5899
2,11447,0,1945,13,0,0,5902
2,17778,0,0,0,0,0,5897
2,13375,4301,15732,43,9200,28,5916
2,118572,0,21426,19,0,0,5892
2,13720,0,0,0,0,0,5884
2,11030,0,0,0,0,0,5884
2,8651,0,41586,22,950,5,5882
2,281626,0,53521,16,0,0,5878
2,26367,0,19649,15,0,0,5874
2,120945,0,4300,4,300,2,5871
2,2843,0,44130,35,7450,20,5869
2,11782,0,0,0,0,0,5864
2,89480,0,2946,4,1946,3,5902
2,20702,0,30451,24,1100,5,5856
2,15108,0,2850,16,0,0,5876
2,24917,0,16239,13,150,1,5857
2,132910,0,75540,46,250,1,5856
2,61227,0,6957,10,0,0,5647
0,2117,0,769,7,0,0,5609
2,38964,0,35166,26,3200,8,5553
2,20498,0,7826,20,7226,18,5491
2,131554,0,64937,15,0,0,5428
0,55661,0,15107,13,0,0,5387
0,84949,0,41854,15,0,0,5336
0,139897,0,21065,28,50,1,5329
0,155587,0,6893,9,0,0,5279
0,24310,0,2815,6,0,0,5266
0,106115,0,16197,21,500,1,5219
2,238641,0,61971,15,850,2,5849
2,70671,0,0,0,0,0,5850
2,31593,0,3128,12,0,0,5846
2,101397,0,19173,12,0,0,5847
2,133052,0,17424,15,0,0,5843
2,37252,0,15774,19,0,0,5842
2,15241,0,0,0,0,0,5840
2,21101,0,7171,32,0,0,5839
2,80612,0,32334,20,0,0,5839
2,45542,0,59012,14,0,0,5835
2,5274,0,2074,11,0,0,5834
2,101089,0,23503,17,0,0,5834
2,7560,0,0,0,0,0,5833
2,255797,0,62107,16,0,0,5832
2,192046,0,54818,52,1200,3,5829
2,370596,0,50120,12,0,0,5826
2,141491,0,63060,6,0,0,5827
2,89527,0,22206,14,0,0,5821
2,330644,0,0,0,0,0,5822
2,49430,0,31471,16,0,0,5822
2,114070,0,16293,24,250,1,5818
2,124004,0,9982,12,0,0,5815
2,10497,0,0,0,0,0,5815
2,8327,0,2900,4,150,1,5814
2,25463,0,7973,14,0,0,5813
2,85036,0,43825,21,0,0,5807
2,11449,0,24415,11,0,0,5864
2,54392,0,0,0,0,0,5807
2,52577,0,441,12,0,0,5804
2,80174,0,500,1,0,0,5804
2,96827,1094,12100,19,8100,17,5801
2,9489,0,5359,14,0,0,5807
2,57587,0,2620,6,0,0,5799
2,131306,0,32115,15,0,0,5797
2,39985,0,15103,21,0,0,5794
2,71627,0,3225,9,600,2,5793
2,161396,0,26695,11,1000,2,5792
2,81300,0,3750,5,250,3,5791
2,66015,0,26706,30,2676,7,5790
2,7800,0,200,1,0,0,5787
2,27348,0,3084,4,0,0,5824
2,153554,0,11786,6,1750,4,5784
2,42990,0,5345,3,0,0,5804
2,16664,0,0,0,0,0,5778
2,37618,0,17385,7,0,0,5818
2,53384,0,16907,12,0,0,5778
2,43326,0,1100,7,1100,7,5776
2,113683,0,11821,12,0,0,5773
2,77930,0,37541,35,3600,18,5773
2,27625,0,27799,16,500,1,5772
2,33835,0,2280,7,1000,2,5771
2,170049,3692,10232,16,750,2,5770
2,154664,0,73881,33,0,0,5769
2,36935,0,34448,17,0,0,5766
2,67904,0,81,1,0,0,5764
2,57434,0,11140,16,0,0,5770
2,11031,0,1600,5,0,0,5762
2,78268,0,6172,13,500,1,5758
2,98213,0,68013,29,0,0,5755
2,9430,0,11323,13,0,0,5756
2,5195,0,33050,3,50,1,5755
2,9793,0,3100,2,0,0,5755
2,34690,0,18124,14,0,0,5752
2,138368,0,68663,13,0,0,5755
2,63547,0,31745,14,0,0,5748
2,217130,0,51202,20,0,0,5745
2,14106,0,475,4,0,0,5749
2,44026,0,12282,18,634,1,5738
2,62183,1896,38635,18,0,0,5738
2,165534,0,71312,18,1000,2,5736
2,45358,0,14507,9,0,0,5735
2,72325,0,56792,16,0,0,5731
2,190285,0,69262,16,348,1,5728
2,235567,0,16106,15,0,0,5728
2,305519,0,79216,27,650,3,5724
2,161546,0,8042,6,600,2,5722
2,38884,0,2850,13,500,1,5729
2,42040,1000,14189,17,4034,13,5717
2,96988,0,7761,14,0,0,5715
2,24394,0,3250,3,250,1,5713
2,354641,0,77694,29,3600,9,5710
2,39313,0,24091,16,0,0,5706
2,468,0,26650,14,550,3,5708
2,146014,0,26366,17,700,3,5822
2,42999,0,33801,12,350,1,5653
0,37163,0,19318,14,0,0,4988
2,6158,0,27754,14,0,0,5546
0,108904,0,19931,17,0,0,5255
0,25168,0,500,1,500,1,5547
2,68454,0,13667,12,0,0,5559
2,70877,0,8956,15,0,0,5696
0,1057,0,433,5,0,0,5622
2,35342,0,70454,12,0,0,5534
0,16992,0,0,0,0,0,5582
0,2558,0,6264,10,0,0,5581
2,196093,0,14000,3,0,0,5595
0,269558,0,10000,1,0,0,5472
0,88500,0,2500,2,0,0,5090
2,8719,0,2000,9,0,0,5671
0,36936,0,2875,16,0,0,5492
2,427357,0,6027,12,0,0,5587
2,258422,0,48708,17,0,0,5657
2,75428,0,7539,14,0,0,5609
2,34383,0,22956,12,0,0,5611
2,82120,0,8000,3,0,0,5619
0,34546,0,1500,2,0,0,5612
0,92641,0,5265,6,0,0,5568
2,95100,0,1250,3,1250,3,5671
0,19960,0,0,0,0,0,4896
2,47150,0,39561,18,0,0,5577
0,1650,0,1250,3,250,1,5554
0,100992,0,8144,16,409,2,5422
0,68610,0,6115,12,0,0,5349
0,75684,0,27320,9,0,0,5316
0,42438,0,519,10,0,0,5349
2,17645,0,60978,20,0,0,5660
0,24545,0,0,0,0,0,5671
0,84633,0,10771,10,0,0,5479
2,103891,1388,140573,21,1150,3,5699
2,39847,0,95918,38,150,1,5694
2,47938,0,12656,13,0,0,5708
2,88929,0,44932,20,650,2,5694
2,129866,0,66150,30,0,0,5692
2,22585,0,3430,3,0,0,5689
2,47394,0,31347,19,2150,5,5688
0,73640,0,10192,14,0,0,5156
0,247743,0,51296,20,500,1,5087
2,295008,0,136704,27,0,0,5028
0,117543,4116,32355,21,600,2,4954
2,102803,0,90605,20,0,0,5701
2,89945,0,14218,16,350,1,5680
2,739476,0,24215,8,322,1,5678
2,69337,0,17740,13,0,0,5667
2,140866,0,15906,17,0,0,5672
0,25634,2505,0,0,0,0,5663
2,82078,0,40279,9,0,0,5664
0,33327,0,1000,1,0,0,5664
2,95783,0,14506,13,0,0,5659
2,27591,0,8209,34,1800,16,5659
2,82114,0,58335,15,0,0,5658
2,15917,2586,105449,25,200,2,5653
2,140511,0,32105,16,0,0,5651
2,375927,0,18202,30,1100,3,5652
2,28223,0,8625,12,0,0,5651
2,33129,0,30775,14,500,1,5647
1,1625,0,1375,4,0,0,1547
2,52819,0,37535,15,1000,2,5645
2,3507,1745,14500,7,0,0,5643
0,14769,0,500,1,0,0,5639
2,37215,0,8199,8,0,0,5637
2,115655,0,64968,21,500,1,5631
2,179251,0,14775,16,200,2,5629
2,24418,0,12533,13,0,0,5626
2,34562,0,1770,9,250,3,5622
2,144570,0,49052,15,0,0,5617
0,24813,0,4066,10,0,0,5225
0,48803,0,72129,14,0,0,5107
0,22116,0,20809,14,0,0,5463
0,8516,0,0,0,0,0,5566
0,36079,0,22506,22,150,1,5323
0,16872,0,28964,7,0,0,5479
0,62895,0,8500,4,0,0,5520
0,7383,0,7225,11,2750,7,5238
0,2261,0,15062,2,0,0,5556
2,66950,0,17303,20,2000,8,5464
2,84856,0,6894,13,0,0,5547
0,71128,2919,17950,17,4450,11,5162
0,39654,0,1625,6,0,0,5518
0,25214,0,1000,1,0,0,5598
2,48775,0,17494,15,0,0,5588
2,81952,0,64754,22,0,0,5427
0,46535,0,25891,14,150,1,5399
0,23130,0,5032,10,0,0,5500
2,100443,0,12744,21,0,0,5492
2,139664,0,63706,14,0,0,5505
0,31769,0,0,0,0,0,5464
0,60170,0,17235,14,0,0,5351
0,33373,0,0,0,0,0,5427
0,59385,0,22914,11,0,0,5476
2,210040,0,77333,39,0,0,5517
2,23379,0,11712,25,0,0,5499
0,22372,0,14766,12,0,0,4950
2,23120,0,4231,7,0,0,5615
0,46157,0,1625,3,500,1,5609
2,94896,0,38127,15,500,1,5602
2,12091,0,29271,15,0,0,5609
2,56451,0,9302,11,0,0,5597
2,106309,0,21873,22,1200,4,5594
2,121853,0,18120,18,2000,4,5589
2,4137,0,15891,19,0,0,5588
2,21676,0,15392,15,100,1,5584
2,36644,0,14506,13,0,0,5583
2,77102,0,13175,20,1850,6,5581
2,32214,11148,12717,10,0,0,5576
2,42351,0,28959,14,0,0,5594
2,34450,0,26996,7,0,0,5566
0,4151,0,375,3,0,0,5570
2,60646,888,57011,18,50,1,5559
0,44331,0,2850,3,350,1,5555
2,76742,0,17910,13,0,0,5547
0,27993,0,6000,3,0,0,5542
2,67770,0,23960,15,0,0,5539
0,30554,0,38243,25,0,0,5324
0,123646,0,12450,30,2450,29,5069
2,837979,0,18372,15,1450,4,5373
0,6584,0,0,0,0,0,5118
0,17489,0,5565,4,0,0,5380
0,28941,0,2935,6,0,0,4692
0,19085,0,827,11,0,0,5244
2,56480,0,35841,31,500,1,5401
0,8320,0,0,0,0,0,5164
0,13640,0,1500,5,0,0,4923
0,14739,0,1800,4,800,3,5332
0,30594,0,3250,12,0,0,5017
0,11162,0,0,0,0,0,4950
0,15964,0,0,0,0,0,5325
0,5583,0,3147,14,0,0,5365
0,38822,0,2000,9,0,0,5304
0,2305,0,0,0,0,0,5105
0,39372,0,4296,10,0,0,5190
0,25125,0,1875,8,0,0,5147
0,10288,0,1250,3,0,0,5532
0,135149,0,15300,19,3800,17,5267
0,4916,0,900,3,800,2,5107
0,163976,0,39098,18,2594,4,4922
0,207021,0,3600,4,100,1,5412
0,104442,0,38180,23,1450,5,5029
0,131992,0,12504,16,0,0,5372
0,2278,0,0,0,0,0,5175
0,34086,0,19669,18,1500,3,5344
0,8740,0,1250,3,0,0,5395
2,241918,0,40945,13,0,0,5379
0,26748,0,11981,14,0,0,5408
0,65969,0,2550,5,1050,3,5419
0,10009,0,0,0,0,0,5353
2,378759,0,28904,9,2303,4,5408
0,40965,10098,9850,11,1850,6,5429
2,57509,0,52449,19,150,1,5441
0,71503,0,7819,17,0,0,5080
0,110247,0,13690,16,0,0,5272
2,83572,745,101110,27,1700,5,5231
0,106234,5124,11160,26,0,0,5238
2,28205,0,101685,16,0,0,5267
0,7239,0,15835,15,0,0,5343
0,63638,0,0,0,0,0,5155
0,31967,0,1600,4,350,2,5101
0,97752,0,3676,10,0,0,5309
0,8327,0,0,0,0,0,5268
0,10179,0,5321,15,0,0,4989
0,23786,0,16950,4,0,0,5364
0,33020,0,6155,25,1500,3,5322
0,35316,0,1250,4,500,1,5330
0,146086,0,6950,17,6950,17,5345
0,15352,0,1350,4,0,0,5359
0,13522,0,5000,1,0,0,5162
0,13949,0,0,0,0,0,5374
0,99405,0,14150,11,2150,9,5400
0,50016,0,13495,14,0,0,4548
0,23696,0,5577,10,0,0,5531
0,55384,967,0,0,0,0,5309
2,166465,0,98717,30,0,0,5531
2,95207,0,30652,30,2348,8,5531
0,80431,0,2150,2,150,1,5531
0,49288,0,12538,19,600,2,5353
0,81291,0,10522,14,1430,1,5154
2,48877,0,11761,35,371,2,5371
0,164884,0,35226,18,1734,2,5283
0,29707,0,300,3,0,0,5275
2,26325,0,14559,20,1310,2,5521
0,28553,0,13844,5,0,0,5517
2,152421,0,17045,20,500,1,5510
0,17699,0,0,0,0,0,5505
2,70565,2408,25261,15,750,2,5499
0,15450,0,50,1,50,1,5499
2,71736,0,53602,25,50,1,5485
2,37926,0,25153,7,0,0,5845
0,58628,0,22581,13,0,0,5471
0,31007,0,5700,6,1200,4,5465
2,11494,0,8425,15,4700,11,5487
0,27469,0,1,3,0,0,5461
0,44760,0,3105,6,100,2,5455
0,7210,0,2402,13,0,0,5449
2,92402,0,40825,14,0,0,5443
0,22831,0,4500,15,0,0,5442
2,59113,0,46808,32,0,0,5435
2,24608,0,62774,21,0,0,5430
0,16103,0,10819,13,0,0,5427
0,51261,0,2000,4,2000,4,4904
0,24698,0,1329,5,500,1,4267
0,88177,0,53468,19,400,1,5080
0,74453,0,5500,3,0,0,5181
0,39601,0,4066,12,0,0,5434
2,1227,0,0,0,0,0,5786
0,138254,0,24100,9,0,0,5420
0,18046,0,162,4,0,0,5416
0,108395,0,8598,8,0,0,5416
0,21839,0,1375,4,0,0,5411
2,11542,0,49100,16,1500,3,5405
2,41648,0,32117,35,2200,5,5408
2,39908,0,45824,29,0,0,5394
0,14889,0,1500,2,0,0,5393
0,103796,0,63335,26,250,1,5021
0,69323,0,5140,2,0,0,4786
0,21599,0,5561,13,0,0,5302
0,60936,0,56381,17,0,0,5051
0,148053,0,10250,2,250,1,5301
0,10702,0,200,2,200,2,5272
0,249,0,1000,1,0,0,5204
0,36290,0,8600,13,2600,9,5111
0,157416,0,67795,16,0,0,5132
0,1511,0,2250,11,0,0,5051
0,184701,0,45629,13,500,1,4989
0,139298,0,0,0,0,0,4965
0,82380,0,2601,13,0,0,5071
0,115591,867,9500,20,2500,16,4967
0,107333,0,4374,5,1874,4,5063
2,737514,0,43993,40,2150,7,5030
0,23023,0,0,0,0,0,5087
0,43403,1846,3350,12,3350,12,3930
0,15719,0,5740,13,0,0,4974
0,128676,0,8500,3,0,0,5164
0,8836,0,4788,6,808,3,4544
0,94875,0,58314,25,800,7,4736
0,27243,0,6785,12,0,0,4606
0,64969,0,1135,13,0,0,4996
0,6112,0,0,0,0,0,5072
0,71784,0,39276,20,0,0,4936
0,31484,0,3125,11,0,0,4117
0,17995,0,0,0,0,0,4994
0,40994,0,26916,15,500,1,5078
0,286101,1000,72965,31,3000,11,4666
0,205219,0,30347,19,0,0,4792
0,74777,0,20630,8,0,0,5384
0,218191,0,24630,17,0,0,5240
0,22132,0,0,0,0,0,5150
0,83508,1514,11268,13,2176,2,5069
0,88122,0,19408,13,0,0,5174
0,152284,0,77045,38,1648,10,4996
0,4146,0,3750,9,0,0,5210
0,25272,0,0,0,0,0,5189
0,21855,0,200,3,0,0,5383
0,63454,0,49068,13,0,0,5383
0,24292,0,6558,10,0,0,5276
0,60168,0,44133,16,0,0,4313
0,9554,0,2710,3,0,0,5064
0,30130,0,9192,15,0,0,4993
0,12665,0,4125,24,0,0,4539
0,9860,0,99,1,99,1,5055
0,10069,0,200,1,0,0,4933
0,2224,0,0,0,0,0,5098
0,40576,0,0,0,0,0,5118
0,5667,0,5667,4,0,0,4937
0,59791,0,3254,7,0,0,4602
0,128664,8019,44298,16,50,1,5155
0,126947,0,2350,2,350,1,5167
0,189235,0,20487,20,0,0,5282
0,38604,0,625,5,0,0,5184
0,73008,0,12930,18,0,0,5050
0,62942,500,4752,8,2121,6,5070
0,33057,763,5190,5,0,0,4828
0,42572,0,21809,14,100,1,5070
0,38671,0,2200,9,1000,5,5192
0,5320,0,2275,9,0,0,5084
0,228529,0,24687,14,500,1,4924
0,46272,0,5720,10,800,3,5092
0,113758,0,12616,14,0,0,5199
0,105458,0,750,4,700,2,4924
0,39946,0,16951,14,0,0,5282
0,92859,0,33378,15,0,0,5185
0,25158,0,52278,17,0,0,5079
0,82270,0,24612,6,0,0,5270
0,97155,0,10004,3,0,0,5244
0,153197,0,14712,17,100,1,5189
0,55864,0,3691,6,500,1,5251
0,23890,0,35574,19,0,0,5031
0,46545,1000,0,0,0,0,5066
0,7354,0,0,0,0,0,5050
0,45031,0,1000,1,0,0,5227
0,16125,0,23288,17,0,0,5210
0,200,0,200,1,200,1,5254
2,195754,0,98535,40,2550,9,5202
0,54189,0,8940,17,0,0,4791
0,15439,0,490,3,0,0,5147
0,56308,0,2500,3,1000,2,4688
0,1000,0,0,0,0,0,4769
0,45412,0,1100,3,1100,3,5163
0,21582,0,10811,15,0,0,4695
0,16866,0,0,0,0,0,5072
0,86011,0,31769,18,0,0,5381
0,31786,0,2661,10,0,0,5380
0,16994,0,1550,3,1050,2,5379
0,5824,0,0,0,0,0,5401
0,17587,0,17587,7,0,0,5367
0,1000,0,0,0,0,0,5367
2,91670,0,48193,17,1000,2,5365
2,92800,0,62042,23,350,1,5358
0,31134,0,20108,17,0,0,5352
0,57002,0,2570,13,0,0,5350
0,66516,0,45406,16,200,1,5311
0,18154,0,7748,16,0,0,5310
2,320997,2556,82255,24,0,0,5345
2,14345,0,50752,16,0,0,5487
0,43603,0,17100,4,100,1,5335
0,1836,0,850,4,350,3,5329
0,156041,0,5644,13,0,0,5324
0,49145,0,12755,22,2450,7,5323
0,11648,0,475,4,0,0,5318
0,14525,0,4625,28,0,0,5317
0,10689,0,2750,15,0,0,5315
0,37552,0,100,1,0,0,5340
0,210350,0,56754,14,0,0,5302
0,26156,0,23831,16,0,0,5297
0,32061,0,1100,6,0,0,5295
2,355145,0,61926,29,806,8,5288
0,6000,0,0,0,0,0,5286
0,30892,0,11474,11,0,0,5283
0,29263,0,15184,13,0,0,5279
0,221432,0,31975,21,0,0,5275
0,43761,0,5398,16,0,0,5268
0,21393,0,5040,2,0,0,5262
0,108950,0,3300,9,3300,9,5259
0,25089,0,40763,19,550,2,5259
0,77709,0,36028,19,100,2,5253
0,22533,1000,22206,17,100,1,5248
0,25302,0,11312,13,0,0,5245
0,11908,0,0,0,0,0,5240
0,176982,0,2299,9,0,0,5234
0,8723,0,77923,15,0,0,5231
0,9071,0,1647,9,0,0,5225
0,144848,0,37056,15,0,0,5219
0,130364,0,62083,15,250,1,5213
0,15592,4924,37173,13,0,0,5209
0,25404,0,2125,7,500,1,5203
0,34584,0,6962,21,1500,7,5202
2,32313,0,29188,27,0,0,5397
0,168897,0,37451,24,400,2,5189
0,68891,1697,37257,14,500,1,5178
0,18068,0,0,0,0,0,5174
0,137134,0,92740,20,0,0,5170
0,26561,0,100,1,0,0,4926
1,22093,0,14857,11,200,1,2587
0,58538,1739,48670,19,500,2,4352
0,29667,0,5304,19,0,0,4841
0,88093,0,15518,13,343,1,4660
0,472241,500,3600,12,3500,11,5045
0,62569,0,33765,19,50,1,4888
0,20982,0,44238,18,0,0,4716
0,44665,0,333,2,333,2,3601
0,22639,0,1840,4,0,0,5168
0,120152,0,6250,27,3750,26,4497
0,51402,0,4375,14,0,0,4978
0,32749,0,450,3,450,3,5050
0,170309,0,66546,20,4130,4,5009
0,18924,0,4000,18,0,0,5168
0,61919,0,39163,14,350,1,5157
0,193547,0,3544,12,0,0,5153
0,57927,0,1500,3,1500,3,5149
0,161321,0,59645,21,0,0,5147
0,66936,2370,3450,5,950,4,5147
0,72178,0,2100,10,0,0,5139
0,33964,0,300,3,0,0,5128
0,94272,0,11098,16,0,0,5121
0,53360,0,7251,5,6251,4,5120
0,3578,0,0,0,0,0,5114
0,29342,0,5835,4,0,0,5153
0,28228,0,12948,13,300,1,5108
0,118601,0,51240,19,0,0,5105
0,24660,0,7206,14,0,0,5136
0,147822,0,42469,18,0,0,5107
0,190208,0,37122,38,1800,6,5091
0,2625,0,125,1,0,0,5087
0,49438,0,33912,14,0,0,5085
0,24930,0,13060,9,0,0,5084
0,89835,0,9058,11,0,0,5080
0,46734,0,10007,18,0,0,5080
0,315273,0,12584,9,4084,4,5079
